hotel,city,room_type,season,day_of_week,is_holiday,is_weekend,occupancy,demand,booking_lead_time_days,competitor_price,room_price
City View,Mumbai,Executive,High,Saturday,0,1,93.78,96.97,24,10924.84,13556.97
Sunrise Hotel,Goa,Executive,Low,Sunday,1,1,42.98,53.96,6,8225.25,9098.5
The Meridian,Goa,Executive,High,Tuesday,0,0,64.92,82.49,115,12124.82,14798.14
Grand Palace,Mumbai,Standard,Low,Friday,0,0,23.92,41.06,44,5470.13,4948.61
Lakeside Inn,Hyderabad,Deluxe,High,Tuesday,0,0,32.15,50.6,29,6138.39,7163.68
City View,Delhi,Standard,Peak,Thursday,0,0,52.48,76.49,35,7675.06,8034.04
Grand Palace,Mumbai,Standard,Shoulder,Tuesday,0,0,25.8,28.79,111,5246.32,4219.84
City View,Mumbai,Standard,High,Sunday,0,1,62.59,79.61,19,7106.82,8300.57
Sunrise Hotel,Mumbai,Standard,Shoulder,Tuesday,1,0,82.92,97.1,30,6331.85,8065.23
Royal Residency,Bengaluru,Standard,Shoulder,Tuesday,0,0,37.5,60.48,55,5258.45,4472.4
Lakeside Inn,Goa,Suite,Shoulder,Tuesday,1,0,33.7,51.53,35,8992.57,9967.89
Sunrise Hotel,Hyderabad,Standard,High,Monday,0,0,55.01,77.73,8,6228.59,6453.65
Grand Palace,Jaipur,Deluxe,Peak,Saturday,0,1,79.06,69.96,94,11684.76,13227.18
Grand Palace,Hyderabad,Deluxe,Peak,Friday,0,0,49.44,62.31,96,10579.17,11817.37
Grand Palace,Jaipur,Standard,Low,Thursday,0,0,35.35,43.92,45,5253.0,4426.48
Grand Palace,Bengaluru,Deluxe,Peak,Friday,0,0,60.09,74.23,124,11016.74,12918.63
Grand Palace,Mumbai,Standard,High,Monday,0,0,52.34,44.89,37,6799.5,6740.93
City View,Bengaluru,Deluxe,Shoulder,Monday,0,0,17.25,40.71,42,5247.39,5796.23
Sunrise Hotel,Bengaluru,Standard,Low,Sunday,1,1,49.4,60.98,3,4770.01,5495.62
Lakeside Inn,Delhi,Standard,Shoulder,Monday,0,0,38.37,66.59,33,3734.02,2841.07
Royal Residency,Goa,Standard,Peak,Saturday,0,1,29.41,64.89,38,9210.59,10609.0
Royal Residency,Jaipur,Deluxe,High,Monday,0,0,28.41,43.6,71,6220.7,7185.11
Sunrise Hotel,Mumbai,Executive,High,Tuesday,0,0,57.8,65.46,33,10050.73,11006.14
Sunrise Hotel,Jaipur,Standard,Shoulder,Friday,0,0,42.13,61.11,28,4716.46,4254.26
Royal Residency,Hyderabad,Deluxe,High,Wednesday,0,0,61.95,70.72,16,8889.02,9756.88
Royal Residency,Jaipur,Deluxe,Low,Thursday,0,0,41.44,49.24,18,5730.0,5898.92
City View,Hyderabad,Executive,Shoulder,Monday,0,0,32.2,40.96,11,6473.65,7075.17
The Meridian,Goa,Suite,High,Friday,0,0,72.07,72.47,36,14419.73,18021.2
Lakeside Inn,Hyderabad,Deluxe,Low,Sunday,0,1,48.63,66.58,44,5716.79,5932.58
Grand Palace,Jaipur,Deluxe,High,Monday,0,0,52.51,59.4,40,7774.85,8643.89
The Meridian,Jaipur,Executive,Low,Saturday,0,1,16.18,41.72,24,9542.23,9670.56
Sunrise Hotel,Hyderabad,Standard,High,Monday,0,0,41.83,49.81,38,5028.28,5628.69
Royal Residency,Bengaluru,Standard,Shoulder,Monday,0,0,44.42,57.3,40,5372.13,4732.59
The Meridian,Goa,Standard,High,Monday,0,0,22.11,41.38,34,7541.0,7933.64
Lakeside Inn,Delhi,Suite,Low,Sunday,0,1,68.34,78.48,38,8407.23,10695.02
Sunrise Hotel,Mumbai,Suite,Low,Monday,0,0,24.27,38.61,34,8568.8,9488.39
Grand Palace,Jaipur,Standard,Peak,Thursday,0,0,80.74,77.33,98,8483.04,10388.0
Grand Palace,Mumbai,Deluxe,Shoulder,Friday,0,0,20.62,54.82,16,8574.43,8463.33
Lakeside Inn,Delhi,Deluxe,High,Saturday,1,1,61.05,71.43,71,8043.41,9416.4
Lakeside Inn,Mumbai,Standard,Peak,Monday,0,0,55.01,66.56,4,7902.22,8175.96
Royal Residency,Delhi,Executive,Low,Monday,0,0,35.61,46.85,60,6932.82,7321.25
Grand Palace,Hyderabad,Standard,Shoulder,Monday,0,0,21.81,33.05,20,4211.97,3652.52
Sunrise Hotel,Bengaluru,Standard,High,Monday,0,0,40.09,48.05,54,5254.9,5656.25
The Meridian,Jaipur,Deluxe,Peak,Tuesday,0,0,59.26,59.31,16,11317.74,12845.3
Sunrise Hotel,Delhi,Deluxe,Peak,Tuesday,0,0,57.02,89.93,50,9159.73,11252.94
City View,Mumbai,Standard,Shoulder,Wednesday,0,0,33.41,50.57,19,4871.62,4433.7
City View,Jaipur,Deluxe,High,Monday,1,0,38.61,59.9,69,6444.25,8325.84
Lakeside Inn,Bengaluru,Deluxe,Low,Wednesday,0,0,35.95,57.22,25,5651.8,5131.69
Royal Residency,Hyderabad,Standard,Peak,Thursday,0,0,54.82,62.67,34,7349.0,8179.93
City View,Jaipur,Standard,Peak,Wednesday,0,0,43.36,45.69,2,6286.1,7038.15
Grand Palace,Delhi,Deluxe,Low,Friday,0,0,55.55,54.76,17,7183.17,8646.23
Sunrise Hotel,Bengaluru,Standard,Shoulder,Tuesday,0,0,61.85,68.05,76,4357.64,4257.74
Sunrise Hotel,Mumbai,Executive,Low,Tuesday,1,0,56.73,60.81,19,7816.58,8871.26
Lakeside Inn,Bengaluru,Suite,Shoulder,Monday,0,0,10.0,18.58,13,6575.82,7443.77
The Meridian,Bengaluru,Executive,High,Monday,0,0,66.23,62.67,49,11304.29,12972.66
Lakeside Inn,Goa,Standard,Shoulder,Thursday,0,0,31.65,41.16,37,3739.56,2803.96
The Meridian,Bengaluru,Executive,Low,Saturday,1,1,66.33,68.29,119,10449.25,11441.29
Lakeside Inn,Bengaluru,Standard,Shoulder,Thursday,0,0,13.41,33.14,23,3127.42,2796.05
Lakeside Inn,Jaipur,Standard,Peak,Friday,0,0,53.62,68.33,43,6570.43,7893.33
Lakeside Inn,Mumbai,Standard,High,Monday,0,0,44.79,43.12,49,5580.05,5101.46
The Meridian,Jaipur,Standard,Shoulder,Monday,0,0,39.73,48.1,20,6048.76,5682.98
The Meridian,Jaipur,Deluxe,Low,Thursday,0,0,13.48,25.64,117,6557.64,6083.62
Lakeside Inn,Delhi,Deluxe,Peak,Thursday,0,0,77.98,79.12,32,8953.78,11317.55
City View,Jaipur,Standard,High,Thursday,0,0,31.33,52.49,11,4432.18,4220.57
Royal Residency,Goa,Deluxe,Shoulder,Tuesday,0,0,10.0,5.0,4,6878.26,5759.04
Royal Residency,Goa,Standard,Low,Wednesday,0,0,52.41,56.11,42,4825.38,4429.9
Royal Residency,Delhi,Deluxe,Low,Wednesday,0,0,63.53,51.92,16,6215.39,6986.62
The Meridian,Hyderabad,Standard,Low,Monday,0,0,47.85,63.94,77,6215.44,5619.53
The Meridian,Mumbai,Suite,High,Tuesday,0,0,24.9,33.74,44,12712.03,14604.75
City View,Mumbai,Suite,Peak,Thursday,0,0,47.9,63.84,8,12264.34,15404.5
Royal Residency,Jaipur,Deluxe,Shoulder,Monday,0,0,40.8,46.84,27,5702.25,6155.4
Royal Residency,Jaipur,Standard,High,Tuesday,0,0,64.1,71.0,37,5449.05,6516.65
Lakeside Inn,Hyderabad,Standard,Shoulder,Friday,0,0,31.04,24.52,33,2107.14,2692.04
The Meridian,Jaipur,Suite,High,Saturday,0,1,72.37,79.04,60,13609.31,17104.05
Royal Residency,Mumbai,Standard,High,Tuesday,0,0,40.12,55.0,34,7241.48,7002.88
Sunrise Hotel,Bengaluru,Standard,Low,Sunday,0,1,31.94,29.03,13,2763.54,2342.58
City View,Goa,Standard,Shoulder,Monday,0,0,29.2,34.49,26,5089.38,3295.19
Sunrise Hotel,Bengaluru,Deluxe,High,Wednesday,0,0,65.02,70.2,35,8596.17,8977.99
Sunrise Hotel,Bengaluru,Deluxe,Low,Sunday,0,1,32.31,29.61,38,4729.56,5411.05
City View,Mumbai,Suite,Shoulder,Thursday,0,0,60.51,53.92,15,8848.82,11324.18
Sunrise Hotel,Bengaluru,Standard,Shoulder,Saturday,0,1,44.81,58.97,39,5070.86,5169.56
Royal Residency,Hyderabad,Standard,Peak,Friday,0,0,51.49,69.45,19,8315.29,9904.87
The Meridian,Delhi,Suite,Shoulder,Saturday,0,1,30.8,32.11,55,11048.46,12605.08
City View,Jaipur,Suite,High,Saturday,0,1,53.83,51.23,64,10200.94,12554.2
Lakeside Inn,Delhi,Standard,Shoulder,Tuesday,0,0,32.91,39.42,46,2752.66,2744.66
Sunrise Hotel,Goa,Deluxe,High,Monday,0,0,51.22,47.25,57,8083.96,9395.07
City View,Jaipur,Standard,High,Monday,0,0,54.73,58.33,48,5468.17,5582.13
Grand Palace,Bengaluru,Executive,Peak,Saturday,0,1,76.45,95.69,27,13041.34,16234.16
Grand Palace,Goa,Standard,Shoulder,Thursday,0,0,39.4,41.18,15,5693.02,5833.18
The Meridian,Jaipur,Executive,High,Monday,0,0,43.86,58.79,40,10854.23,12715.66
Royal Residency,Hyderabad,Deluxe,High,Saturday,0,1,58.81,68.8,41,8858.56,10469.85
The Meridian,Hyderabad,Deluxe,Shoulder,Monday,0,0,37.8,59.19,44,8569.95,8326.39
The Meridian,Hyderabad,Standard,Low,Thursday,0,0,51.07,63.11,24,6313.8,6305.92
The Meridian,Hyderabad,Deluxe,Low,Friday,0,0,51.74,50.91,82,8620.02,8817.15
The Meridian,Bengaluru,Standard,Low,Sunday,0,1,54.34,56.91,52,7246.89,6768.13
Lakeside Inn,Delhi,Standard,Peak,Saturday,0,1,76.9,86.21,45,8506.72,9916.6
Lakeside Inn,Jaipur,Deluxe,Low,Wednesday,1,0,62.73,72.99,10,5056.35,5629.35
City View,Bengaluru,Executive,Low,Wednesday,0,0,43.97,51.67,11,6205.41,7222.69
Grand Palace,Hyderabad,Deluxe,High,Saturday,0,1,64.67,94.31,59,10844.18,12178.86
The Meridian,Delhi,Deluxe,Shoulder,Tuesday,0,0,30.03,39.13,39,7740.59,7826.1
City View,Goa,Standard,Shoulder,Friday,0,0,23.39,26.3,47,4555.18,3907.63
Grand Palace,Goa,Standard,Low,Tuesday,0,0,17.98,35.63,54,4834.45,3939.76
Sunrise Hotel,Goa,Standard,Peak,Sunday,0,1,44.08,75.12,37,9563.47,10248.46
Royal Residency,Hyderabad,Deluxe,Peak,Wednesday,0,0,89.57,95.46,13,10859.44,13087.23
Lakeside Inn,Goa,Executive,Peak,Thursday,0,0,68.82,83.31,12,10912.3,13927.84
Sunrise Hotel,Mumbai,Deluxe,Shoulder,Saturday,0,1,39.88,46.08,44,7072.22,8213.61
Grand Palace,Jaipur,Standard,High,Sunday,1,1,81.26,92.32,102,7720.77,9012.16
Sunrise Hotel,Jaipur,Standard,Low,Monday,0,0,25.59,43.19,19,3221.46,2011.57
Royal Residency,Hyderabad,Deluxe,Low,Wednesday,1,0,58.19,75.88,18,6879.98,7863.94
Grand Palace,Mumbai,Standard,Low,Friday,1,0,54.67,48.33,7,5453.4,5833.02
Sunrise Hotel,Bengaluru,Suite,High,Wednesday,0,0,29.11,41.46,24,9240.75,11382.1
Lakeside Inn,Bengaluru,Suite,Shoulder,Friday,0,0,32.1,42.39,64,8369.34,9384.63
Lakeside Inn,Goa,Deluxe,Shoulder,Friday,0,0,26.38,40.34,21,6750.85,7078.83
City View,Delhi,Standard,Low,Saturday,0,1,22.27,36.19,25,3750.04,4111.76
Sunrise Hotel,Bengaluru,Standard,Shoulder,Friday,0,0,54.68,53.2,51,4899.88,4866.15
The Meridian,Delhi,Standard,High,Tuesday,0,0,43.25,82.95,7,8194.61,9059.59
Sunrise Hotel,Jaipur,Standard,Shoulder,Sunday,0,1,27.64,39.29,73,3689.69,3720.19
Grand Palace,Delhi,Standard,High,Thursday,0,0,65.08,76.62,16,7826.91,8180.07
Grand Palace,Jaipur,Deluxe,Low,Wednesday,0,0,46.9,36.51,45,5263.81,5008.47
Sunrise Hotel,Mumbai,Deluxe,High,Thursday,0,0,40.02,62.65,14,9240.61,10074.22
Royal Residency,Mumbai,Standard,High,Sunday,0,1,45.31,71.18,12,7629.69,8153.44
Lakeside Inn,Hyderabad,Standard,Low,Monday,0,0,28.02,44.65,43,1800.0,1500.0
Grand Palace,Hyderabad,Standard,Low,Sunday,0,1,57.55,61.62,22,5583.27,5443.32
Lakeside Inn,Goa,Standard,High,Wednesday,0,0,41.16,48.66,81,5755.75,6060.34
Grand Palace,Bengaluru,Suite,High,Thursday,0,0,52.08,81.11,22,12091.79,14579.08
City View,Goa,Standard,Shoulder,Thursday,0,0,43.68,52.05,58,5494.42,5694.93
The Meridian,Jaipur,Standard,Shoulder,Saturday,0,1,70.21,66.7,57,7305.5,8197.12
Grand Palace,Goa,Standard,Peak,Saturday,0,1,61.75,72.08,48,10557.16,12171.04
Lakeside Inn,Delhi,Executive,High,Sunday,0,1,48.71,57.39,27,7993.11,9683.89
City View,Jaipur,Deluxe,Shoulder,Sunday,0,1,60.92,71.56,38,6476.92,7621.87
Grand Palace,Hyderabad,Standard,Shoulder,Monday,0,0,27.75,28.79,21,4862.05,3326.77
Royal Residency,Mumbai,Deluxe,Low,Friday,0,0,25.94,47.09,26,7440.76,7167.06
The Meridian,Hyderabad,Deluxe,High,Wednesday,0,0,61.04,77.27,48,9755.95,11715.94
Grand Palace,Bengaluru,Executive,Shoulder,Saturday,0,1,41.85,53.22,27,9284.0,10396.11
City View,Jaipur,Standard,Peak,Wednesday,0,0,68.46,89.38,46,8430.39,8787.87
Royal Residency,Jaipur,Executive,Shoulder,Monday,0,0,40.64,41.2,40,7407.93,7579.21
Sunrise Hotel,Delhi,Executive,Shoulder,Saturday,0,1,24.1,37.12,8,6939.85,7889.37
City View,Bengaluru,Executive,High,Saturday,1,1,67.12,86.24,63,10886.54,12828.45
City View,Mumbai,Deluxe,Peak,Friday,0,0,49.53,75.78,9,10720.68,12163.32
Royal Residency,Jaipur,Deluxe,High,Wednesday,0,0,85.78,100.0,29,8678.14,11296.11
City View,Jaipur,Standard,Shoulder,Wednesday,0,0,35.47,31.77,50,3155.35,2664.32
Royal Residency,Delhi,Suite,High,Wednesday,0,0,45.16,59.47,26,10846.54,12424.95
Grand Palace,Goa,Deluxe,High,Friday,0,0,51.34,52.77,54,9312.26,11400.18
Royal Residency,Mumbai,Deluxe,Shoulder,Saturday,0,1,41.99,53.01,9,8322.92,9003.36
Royal Residency,Hyderabad,Standard,Low,Monday,0,0,10.0,42.44,66,4728.82,3015.16
The Meridian,Bengaluru,Deluxe,Shoulder,Wednesday,0,0,26.37,32.79,44,8411.92,8269.53
Royal Residency,Jaipur,Suite,Low,Thursday,0,0,40.52,51.56,55,8627.33,10049.08
Royal Residency,Jaipur,Standard,Peak,Friday,0,0,58.43,70.0,13,7973.45,9285.16
Sunrise Hotel,Hyderabad,Suite,Shoulder,Tuesday,0,0,54.88,63.84,15,9182.06,11096.35
Grand Palace,Mumbai,Deluxe,Peak,Monday,0,0,45.58,63.92,54,10148.36,11826.82
The Meridian,Goa,Suite,Shoulder,Thursday,0,0,72.98,71.06,12,12522.18,15071.86
Sunrise Hotel,Jaipur,Standard,High,Wednesday,1,0,60.73,74.86,54,5187.38,6393.3
Lakeside Inn,Mumbai,Standard,Shoulder,Tuesday,0,0,49.5,62.8,2,4693.51,4421.88
Grand Palace,Hyderabad,Executive,Low,Monday,0,0,45.67,46.62,14,7029.7,7354.12
Grand Palace,Delhi,Standard,Shoulder,Friday,0,0,28.12,34.07,81,5420.6,4720.21
Lakeside Inn,Goa,Suite,Low,Tuesday,0,0,59.53,41.31,26,8099.77,9830.57
Royal Residency,Bengaluru,Deluxe,High,Saturday,0,1,41.84,53.59,29,8270.62,10492.85
Sunrise Hotel,Jaipur,Deluxe,Shoulder,Sunday,1,1,53.9,61.44,7,6640.57,7931.82
City View,Mumbai,Standard,High,Tuesday,0,0,46.14,65.41,47,5968.26,6134.47
The Meridian,Delhi,Deluxe,Low,Sunday,0,1,54.33,55.64,53,8992.35,8758.52
City View,Bengaluru,Standard,Low,Thursday,0,0,55.26,63.62,32,3797.21,3907.8
Lakeside Inn,Mumbai,Standard,Shoulder,Monday,0,0,31.8,42.91,18,3540.39,2915.22
Grand Palace,Mumbai,Standard,Peak,Thursday,0,0,29.39,46.48,92,7920.82,8337.05
Grand Palace,Bengaluru,Standard,High,Thursday,0,0,68.91,100.0,22,7954.9,8831.16
The Meridian,Delhi,Executive,Shoulder,Wednesday,1,0,39.72,43.33,17,8980.13,9985.43
Grand Palace,Hyderabad,Executive,Shoulder,Friday,0,0,34.15,58.56,37,8139.21,9665.74
Grand Palace,Delhi,Standard,Low,Tuesday,0,0,32.72,23.94,5,3653.37,2359.38
The Meridian,Goa,Deluxe,Peak,Monday,0,0,50.05,76.43,63,12718.66,14605.21
Sunrise Hotel,Jaipur,Standard,High,Saturday,0,1,48.95,61.88,16,6225.03,7008.8
Sunrise Hotel,Bengaluru,Deluxe,Shoulder,Friday,1,0,10.0,13.48,32,4430.59,5063.38
The Meridian,Hyderabad,Suite,High,Friday,0,0,48.74,59.04,7,13416.71,15911.02
Lakeside Inn,Bengaluru,Executive,Low,Monday,0,0,36.59,44.3,32,5720.43,6099.06
Grand Palace,Bengaluru,Standard,Peak,Friday,0,0,61.8,69.94,81,9223.1,9965.91
Grand Palace,Delhi,Suite,Low,Wednesday,0,0,24.43,48.4,5,9039.7,9725.93
Lakeside Inn,Jaipur,Standard,High,Friday,0,0,40.93,59.23,43,5587.84,5992.53
Sunrise Hotel,Goa,Executive,Low,Wednesday,0,0,47.4,45.97,20,7780.98,8603.45
Royal Residency,Mumbai,Standard,High,Tuesday,0,0,60.2,65.38,74,7455.44,7431.89
Royal Residency,Mumbai,Deluxe,High,Tuesday,0,0,26.26,62.51,14,8808.69,9942.03
Royal Residency,Bengaluru,Deluxe,High,Thursday,0,0,53.47,60.61,43,7652.13,9212.56
Sunrise Hotel,Jaipur,Deluxe,High,Wednesday,1,0,37.64,58.49,35,7479.44,8976.54
Sunrise Hotel,Hyderabad,Standard,Peak,Saturday,0,1,68.97,91.32,68,8966.62,10079.61
Lakeside Inn,Delhi,Executive,Low,Tuesday,0,0,31.38,41.04,57,5089.44,5206.71
Grand Palace,Jaipur,Standard,Shoulder,Friday,0,0,48.3,39.91,28,4785.89,4837.16
Lakeside Inn,Jaipur,Deluxe,Low,Monday,0,0,32.35,52.17,30,4720.39,4482.81
Lakeside Inn,Delhi,Standard,Peak,Monday,0,0,48.25,75.97,53,6674.73,7890.81
Sunrise Hotel,Bengaluru,Standard,Shoulder,Sunday,0,1,41.59,45.22,11,4407.32,4518.41
Royal Residency,Jaipur,Deluxe,High,Wednesday,0,0,65.74,80.51,30,9220.41,9965.47
City View,Mumbai,Standard,High,Saturday,0,1,58.28,56.35,22,7124.47,7834.79
Grand Palace,Delhi,Standard,Low,Thursday,0,0,21.53,30.56,11,4315.12,3256.16
Sunrise Hotel,Hyderabad,Standard,Low,Friday,0,0,56.68,54.36,36,4800.79,4161.33
Royal Residency,Goa,Standard,Shoulder,Wednesday,0,0,57.17,69.52,53,6431.73,6251.89
City View,Bengaluru,Suite,Shoulder,Sunday,0,1,43.76,46.92,22,8525.23,10444.12
City View,Delhi,Executive,Low,Monday,0,0,57.88,50.78,47,5951.97,6647.37
Sunrise Hotel,Goa,Standard,Low,Wednesday,0,0,21.54,28.31,45,4270.12,2847.25
The Meridian,Goa,Standard,Peak,Friday,0,0,59.64,59.99,51,11030.97,12384.31
Grand Palace,Hyderabad,Standard,Peak,Saturday,0,1,74.92,98.85,51,10310.62,12038.03
City View,Jaipur,Standard,Shoulder,Saturday,1,1,58.13,68.12,70,4622.26,5724.47
Sunrise Hotel,Hyderabad,Deluxe,Shoulder,Tuesday,0,0,35.81,61.29,42,6610.99,6608.19
Sunrise Hotel,Jaipur,Deluxe,Low,Friday,0,0,44.33,60.21,59,6128.04,6185.96
Royal Residency,Jaipur,Standard,High,Sunday,0,1,25.29,43.75,5,6001.09,5778.86
The Meridian,Delhi,Standard,High,Tuesday,0,0,50.14,46.26,79,7045.41,7782.73
Grand Palace,Delhi,Standard,Low,Tuesday,0,0,57.44,48.84,6,5494.21,4257.79
Lakeside Inn,Bengaluru,Suite,Low,Tuesday,0,0,13.87,21.24,100,6654.8,7662.76
Royal Residency,Jaipur,Executive,High,Wednesday,0,0,31.83,48.24,18,8150.49,9114.88
City View,Goa,Standard,High,Sunday,0,1,63.1,92.98,35,8245.0,9144.74
City View,Mumbai,Standard,Low,Monday,0,0,33.33,37.42,18,3945.76,2687.08
Royal Residency,Bengaluru,Suite,High,Saturday,0,1,61.99,82.94,70,12738.38,15079.58
Sunrise Hotel,Delhi,Executive,Shoulder,Wednesday,1,0,37.65,52.61,33,6643.54,7233.79
City View,Hyderabad,Standard,Shoulder,Monday,0,0,45.39,35.48,29,3706.03,3763.1
The Meridian,Bengaluru,Standard,High,Saturday,0,1,37.79,49.7,47,8434.35,9139.96
Grand Palace,Bengaluru,Standard,High,Sunday,0,1,68.4,76.27,45,7862.08,8916.38
The Meridian,Bengaluru,Deluxe,Shoulder,Sunday,0,1,62.33,75.36,22,8643.82,10098.43
City View,Bengaluru,Standard,Peak,Friday,0,0,38.83,63.88,38,7376.93,8078.72
Lakeside Inn,Mumbai,Standard,Shoulder,Saturday,0,1,27.44,55.96,38,4896.96,5055.43
Grand Palace,Hyderabad,Deluxe,High,Saturday,0,1,47.29,51.72,10,9163.08,10098.88
Grand Palace,Hyderabad,Standard,Shoulder,Sunday,0,1,54.42,45.59,29,5059.39,5212.21
Royal Residency,Hyderabad,Suite,Peak,Saturday,0,1,75.12,87.77,82,12892.31,16342.89
Royal Residency,Jaipur,Standard,Peak,Thursday,0,0,74.64,83.41,50,8279.15,9632.88
Lakeside Inn,Goa,Standard,Low,Friday,0,0,34.24,52.78,18,4384.72,3395.58
Sunrise Hotel,Hyderabad,Deluxe,Peak,Wednesday,1,0,53.25,52.56,46,8161.69,9748.79
Grand Palace,Bengaluru,Standard,High,Wednesday,0,0,56.44,56.6,56,6870.49,6938.45
Lakeside Inn,Bengaluru,Executive,High,Monday,0,0,33.59,49.46,96,6680.15,8323.53
Royal Residency,Hyderabad,Deluxe,Low,Wednesday,0,0,38.81,40.67,43,5752.78,5542.06
Royal Residency,Hyderabad,Standard,High,Tuesday,0,0,32.72,61.44,62,5968.26,6291.48
Grand Palace,Bengaluru,Deluxe,Peak,Saturday,0,1,87.54,97.93,69,12057.23,15269.25
The Meridian,Jaipur,Standard,Shoulder,Wednesday,0,0,34.57,49.13,19,6598.43,5853.28
City View,Delhi,Executive,Peak,Monday,1,0,69.73,100.0,16,10608.88,13006.19
Royal Residency,Delhi,Standard,Low,Monday,1,0,39.46,43.21,11,3878.64,3864.81
Sunrise Hotel,Hyderabad,Deluxe,Low,Tuesday,0,0,10.0,25.16,48,4422.35,3469.11
Sunrise Hotel,Mumbai,Standard,Shoulder,Monday,1,0,63.59,73.37,14,7065.25,6310.24
Royal Residency,Hyderabad,Standard,High,Sunday,0,1,53.51,79.07,18,7287.17,7224.42
The Meridian,Hyderabad,Suite,High,Thursday,0,0,29.66,52.59,53,11677.14,14159.39
The Meridian,Delhi,Suite,Low,Sunday,1,1,57.28,69.13,26,12208.03,14057.67
Lakeside Inn,Bengaluru,Standard,Peak,Saturday,0,1,75.92,94.69,55,8933.62,10920.97
Sunrise Hotel,Hyderabad,Standard,Low,Saturday,1,1,67.6,64.67,62,4933.64,5226.18
Lakeside Inn,Bengaluru,Suite,Low,Saturday,0,1,23.88,44.79,15,8020.97,9290.58
Sunrise Hotel,Bengaluru,Executive,Low,Friday,0,0,45.58,38.82,31,6211.91,7302.39
City View,Mumbai,Standard,High,Wednesday,0,0,43.62,67.07,64,6591.15,6163.32
City View,Bengaluru,Deluxe,Peak,Thursday,1,0,77.9,83.78,35,9378.63,12546.88
Grand Palace,Delhi,Standard,High,Wednesday,0,0,76.64,79.97,103,7053.02,9096.27
Lakeside Inn,Jaipur,Executive,High,Thursday,0,0,51.71,59.14,56,7968.74,9043.98
Royal Residency,Jaipur,Standard,Low,Wednesday,0,0,17.93,31.51,21,3947.96,2818.42
Lakeside Inn,Goa,Standard,Shoulder,Tuesday,0,0,51.26,81.08,67,5223.43,5072.42
Royal Residency,Hyderabad,Suite,Shoulder,Sunday,0,1,27.59,57.44,61,9973.15,11309.31
The Meridian,Delhi,Standard,Shoulder,Monday,0,0,65.0,56.68,30,6629.29,7035.84
Lakeside Inn,Bengaluru,Deluxe,Low,Monday,0,0,39.92,52.31,65,5042.18,4604.82
The Meridian,Jaipur,Standard,High,Sunday,0,1,50.96,75.61,61,8278.04,8781.7
City View,Delhi,Standard,Shoulder,Tuesday,0,0,22.85,41.81,46,3467.85,3218.71
City View,Jaipur,Standard,High,Thursday,0,0,21.15,23.75,47,3587.64,3828.05
Grand Palace,Bengaluru,Deluxe,Shoulder,Sunday,0,1,28.95,40.11,46,6653.85,7390.89
Lakeside Inn,Jaipur,Standard,Low,Friday,0,0,21.49,49.61,56,3419.49,2712.2
The Meridian,Hyderabad,Deluxe,High,Thursday,1,0,35.65,32.93,42,8566.77,9991.55
Royal Residency,Hyderabad,Suite,Low,Monday,0,0,41.07,46.0,17,7848.31,9860.57
City View,Goa,Suite,Peak,Friday,0,0,85.85,82.26,31,12984.72,17264.14
City View,Goa,Standard,High,Wednesday,0,0,72.63,74.67,18,6282.12,7507.49
Royal Residency,Jaipur,Standard,Low,Friday,0,0,12.79,53.37,52,3637.71,3383.35
The Meridian,Delhi,Standard,Peak,Thursday,0,0,85.03,86.42,43,10324.54,11865.43
The Meridian,Hyderabad,Standard,Shoulder,Tuesday,0,0,67.41,67.48,68,5679.41,6146.28
Lakeside Inn,Delhi,Standard,Low,Wednesday,0,0,42.12,60.35,12,3474.19,2913.81
Lakeside Inn,Delhi,Deluxe,High,Thursday,0,0,49.59,65.76,73,7260.37,8123.76
Sunrise Hotel,Jaipur,Standard,Shoulder,Wednesday,0,0,39.47,43.12,4,3714.43,2890.51
Sunrise Hotel,Delhi,Standard,High,Friday,0,0,42.83,64.6,15,6444.53,7211.21
Grand Palace,Hyderabad,Standard,High,Monday,0,0,46.07,59.14,14,6391.59,7112.1
City View,Bengaluru,Deluxe,Peak,Thursday,0,0,82.69,88.65,39,9953.95,12409.52
Lakeside Inn,Goa,Standard,Shoulder,Tuesday,0,0,48.64,53.01,22,4551.43,4645.58
The Meridian,Bengaluru,Deluxe,Shoulder,Sunday,1,1,40.62,57.66,35,9603.95,10036.96
Royal Residency,Delhi,Standard,High,Friday,0,0,77.09,81.54,14,8093.58,8679.18
The Meridian,Bengaluru,Executive,Low,Thursday,0,0,36.58,40.91,40,9357.97,9867.85
City View,Hyderabad,Executive,Shoulder,Tuesday,0,0,28.73,31.76,17,5552.59,6031.57
Sunrise Hotel,Hyderabad,Standard,Shoulder,Thursday,1,0,38.19,52.85,41,4640.71,3959.72
The Meridian,Delhi,Standard,Low,Friday,0,0,27.37,33.46,34,6048.9,5476.77
Grand Palace,Jaipur,Standard,Shoulder,Thursday,0,0,39.91,58.11,11,5091.71,5200.52
City View,Bengaluru,Standard,Peak,Wednesday,0,0,30.75,61.16,7,6591.88,7804.01
Sunrise Hotel,Jaipur,Deluxe,Peak,Friday,1,0,62.3,79.38,37,9658.95,11524.82
Royal Residency,Jaipur,Suite,Low,Thursday,0,0,46.47,58.16,40,8308.06,10042.57
Sunrise Hotel,Mumbai,Deluxe,Low,Sunday,0,1,38.3,45.03,45,5750.84,5991.72
Grand Palace,Delhi,Suite,Shoulder,Monday,0,0,53.74,50.76,8,9850.28,11867.98
